,author,feature,token_id,doc_id,to_report,doc_tested,len
49439,DtrH,5973,30733,DtrH|1Kgs.8,True,1Kgs.8,1797
49440,DtrH,<Np>,30734,DtrH|1Kgs.8,True,1Kgs.8,1797
49441,DtrH,430,30735,DtrH|1Kgs.8,True,1Kgs.8,1797
49442,DtrH,[Sp1cp],30735,DtrH|1Kgs.8,True,1Kgs.8,1797
49443,DtrH,l,30736,DtrH|1Kgs.8,True,1Kgs.8,1797
49444,DtrH,3212,30736,DtrH|1Kgs.8,True,1Kgs.8,1797
49445,DtrH,b,30737,DtrH|1Kgs.8,True,1Kgs.8,1797
49446,DtrH,[Sp3ms],30737,DtrH|1Kgs.8,True,1Kgs.8,1797
49447,DtrH,2706,30737,DtrH|1Kgs.8,True,1Kgs.8,1797
49448,DtrH,c,30738,DtrH|1Kgs.8,True,1Kgs.8,1797
49449,DtrH,c,30738,DtrH|1Kgs.8,True,1Kgs.8,1797
49450,DtrH,l,30738,DtrH|1Kgs.8,True,1Kgs.8,1797
49451,DtrH,[Sp3ms],30739,DtrH|1Kgs.8,True,1Kgs.8,1797
49452,DtrH,4687,30739,DtrH|1Kgs.8,True,1Kgs.8,1797
49453,DtrH,3117,30740,DtrH|1Kgs.8,True,1Kgs.8,1797
49454,DtrH,k,30740,DtrH|1Kgs.8,True,1Kgs.8,1797
49455,DtrH,d,30741,DtrH|1Kgs.8,True,1Kgs.8,1797
49456,DtrH,2088,30741,DtrH|1Kgs.8,True,1Kgs.8,1797
49457,DtrH,d,30742,DtrH|1Kgs.8,True,1Kgs.8,1797
49458,DtrH,c,30742,DtrH|1Kgs.8,True,1Kgs.8,1797
49459,DtrH,c,30742,DtrH|1Kgs.8,True,1Kgs.8,1797
49460,DtrH,3605,30743,DtrH|1Kgs.8,True,1Kgs.8,1797
49461,DtrH,c,30743,DtrH|1Kgs.8,True,1Kgs.8,1797
49462,DtrH,<Np>,30744,DtrH|1Kgs.8,True,1Kgs.8,1797
49463,DtrH,5973,30745,DtrH|1Kgs.8,True,1Kgs.8,1797
49464,DtrH,[Sp3ms],30745,DtrH|1Kgs.8,True,1Kgs.8,1797
49465,DtrH,2076,30746,DtrH|1Kgs.8,True,1Kgs.8,1797
49466,DtrH,2077,30747,DtrH|1Kgs.8,True,1Kgs.8,1797
49467,DtrH,6440,30748,DtrH|1Kgs.8,True,1Kgs.8,1797
49468,DtrH,l,30748,DtrH|1Kgs.8,True,1Kgs.8,1797
49469,DtrH,<Np>,30749,DtrH|1Kgs.8,True,1Kgs.8,1797
49470,DtrH,c,30750,DtrH|1Kgs.8,True,1Kgs.8,1797
49471,DtrH,2076,30750,DtrH|1Kgs.8,True,1Kgs.8,1797
49472,DtrH,<Np>,30751,DtrH|1Kgs.8,True,1Kgs.8,1797
49473,DtrH,853,30752,DtrH|1Kgs.8,True,1Kgs.8,1797
49474,DtrH,2077,30753,DtrH|1Kgs.8,True,1Kgs.8,1797
49475,DtrH,d,30754,DtrH|1Kgs.8,True,1Kgs.8,1797
49476,DtrH,8002,30754,DtrH|1Kgs.8,True,1Kgs.8,1797
49477,DtrH,834,30755,DtrH|1Kgs.8,True,1Kgs.8,1797
49478,DtrH,2076,30756,DtrH|1Kgs.8,True,1Kgs.8,1797
49479,DtrH,l,30757,DtrH|1Kgs.8,True,1Kgs.8,1797
49480,DtrH,<Np>,30757,DtrH|1Kgs.8,True,1Kgs.8,1797
49481,DtrH,1241,30758,DtrH|1Kgs.8,True,1Kgs.8,1797
49482,DtrH,6242,30759,DtrH|1Kgs.8,True,1Kgs.8,1797
49483,DtrH,8147,30760,DtrH|1Kgs.8,True,1Kgs.8,1797
49484,DtrH,c,30760,DtrH|1Kgs.8,True,1Kgs.8,1797
49485,DtrH,505,30761,DtrH|1Kgs.8,True,1Kgs.8,1797
49486,DtrH,c,30762,DtrH|1Kgs.8,True,1Kgs.8,1797
49487,DtrH,6629,30762,DtrH|1Kgs.8,True,1Kgs.8,1797
49488,DtrH,3967,30763,DtrH|1Kgs.8,True,1Kgs.8,1797
49489,DtrH,6242,30764,DtrH|1Kgs.8,True,1Kgs.8,1797
49490,DtrH,c,30764,DtrH|1Kgs.8,True,1Kgs.8,1797
49491,DtrH,505,30765,DtrH|1Kgs.8,True,1Kgs.8,1797
49492,DtrH,2596,30766,DtrH|1Kgs.8,True,1Kgs.8,1797
49493,DtrH,c,30766,DtrH|1Kgs.8,True,1Kgs.8,1797
49494,DtrH,853,30767,DtrH|1Kgs.8,True,1Kgs.8,1797
49495,DtrH,1004,30768,DtrH|1Kgs.8,True,1Kgs.8,1797
49496,DtrH,<Np>,30769,DtrH|1Kgs.8,True,1Kgs.8,1797
49497,DtrH,4428,30770,DtrH|1Kgs.8,True,1Kgs.8,1797
49498,DtrH,d,30770,DtrH|1Kgs.8,True,1Kgs.8,1797
49499,DtrH,c,30771,DtrH|1Kgs.8,True,1Kgs.8,1797
49500,DtrH,3605,30771,DtrH|1Kgs.8,True,1Kgs.8,1797
49501,DtrH,1121,30772,DtrH|1Kgs.8,True,1Kgs.8,1797
49502,DtrH,<Np>,30773,DtrH|1Kgs.8,True,1Kgs.8,1797
49503,DtrH,b,30774,DtrH|1Kgs.8,True,1Kgs.8,1797
49504,DtrH,3117,30774,DtrH|1Kgs.8,True,1Kgs.8,1797
49505,DtrH,d,30775,DtrH|1Kgs.8,True,1Kgs.8,1797
49506,DtrH,1931,30775,DtrH|1Kgs.8,True,1Kgs.8,1797
49507,DtrH,6942,30776,DtrH|1Kgs.8,True,1Kgs.8,1797
49508,DtrH,4428,30777,DtrH|1Kgs.8,True,1Kgs.8,1797
49509,DtrH,d,30777,DtrH|1Kgs.8,True,1Kgs.8,1797
49510,DtrH,853,30778,DtrH|1Kgs.8,True,1Kgs.8,1797
49511,DtrH,8432,30779,DtrH|1Kgs.8,True,1Kgs.8,1797
49512,DtrH,d,30780,DtrH|1Kgs.8,True,1Kgs.8,1797
49513,DtrH,2691,30780,DtrH|1Kgs.8,True,1Kgs.8,1797
49514,DtrH,834,30781,DtrH|1Kgs.8,True,1Kgs.8,1797
49515,DtrH,6440,30782,DtrH|1Kgs.8,True,1Kgs.8,1797
49516,DtrH,l,30782,DtrH|1Kgs.8,True,1Kgs.8,1797
49517,DtrH,1004,30783,DtrH|1Kgs.8,True,1Kgs.8,1797
49518,DtrH,<Np>,30784,DtrH|1Kgs.8,True,1Kgs.8,1797
49519,DtrH,3588,30785,DtrH|1Kgs.8,True,1Kgs.8,1797
49520,DtrH,6213,30786,DtrH|1Kgs.8,True,1Kgs.8,1797
49521,DtrH,8033,30787,DtrH|1Kgs.8,True,1Kgs.8,1797
49522,DtrH,853,30788,DtrH|1Kgs.8,True,1Kgs.8,1797
49523,DtrH,5930,30789,DtrH|1Kgs.8,True,1Kgs.8,1797
49524,DtrH,d,30789,DtrH|1Kgs.8,True,1Kgs.8,1797
49525,DtrH,853,30790,DtrH|1Kgs.8,True,1Kgs.8,1797
49526,DtrH,c,30790,DtrH|1Kgs.8,True,1Kgs.8,1797
49527,DtrH,d,30791,DtrH|1Kgs.8,True,1Kgs.8,1797
49528,DtrH,4503,30791,DtrH|1Kgs.8,True,1Kgs.8,1797
49529,DtrH,853,30792,DtrH|1Kgs.8,True,1Kgs.8,1797
49530,DtrH,c,30792,DtrH|1Kgs.8,True,1Kgs.8,1797
49531,DtrH,2459,30793,DtrH|1Kgs.8,True,1Kgs.8,1797
49532,DtrH,8002,30794,DtrH|1Kgs.8,True,1Kgs.8,1797
49533,DtrH,d,30794,DtrH|1Kgs.8,True,1Kgs.8,1797
49534,DtrH,3588,30795,DtrH|1Kgs.8,True,1Kgs.8,1797
49535,DtrH,4196,30796,DtrH|1Kgs.8,True,1Kgs.8,1797
49536,DtrH,d,30797,DtrH|1Kgs.8,True,1Kgs.8,1797
49537,DtrH,5178,30797,DtrH|1Kgs.8,True,1Kgs.8,1797
49538,DtrH,834,30798,DtrH|1Kgs.8,True,1Kgs.8,1797
49539,DtrH,6440,30799,DtrH|1Kgs.8,True,1Kgs.8,1797
49540,DtrH,l,30799,DtrH|1Kgs.8,True,1Kgs.8,1797
49541,DtrH,<Np>,30800,DtrH|1Kgs.8,True,1Kgs.8,1797
49542,DtrH,6996,30801,DtrH|1Kgs.8,True,1Kgs.8,1797
49543,DtrH,3557,30802,DtrH|1Kgs.8,True,1Kgs.8,1797
49544,DtrH,m,30802,DtrH|1Kgs.8,True,1Kgs.8,1797
49545,DtrH,853,30803,DtrH|1Kgs.8,True,1Kgs.8,1797
49546,DtrH,d,30804,DtrH|1Kgs.8,True,1Kgs.8,1797
49547,DtrH,5930,30804,DtrH|1Kgs.8,True,1Kgs.8,1797
49548,DtrH,c,30805,DtrH|1Kgs.8,True,1Kgs.8,1797
49549,DtrH,853,30805,DtrH|1Kgs.8,True,1Kgs.8,1797
49550,DtrH,4503,30806,DtrH|1Kgs.8,True,1Kgs.8,1797
49551,DtrH,d,30806,DtrH|1Kgs.8,True,1Kgs.8,1797
49552,DtrH,c,30807,DtrH|1Kgs.8,True,1Kgs.8,1797
49553,DtrH,853,30807,DtrH|1Kgs.8,True,1Kgs.8,1797
49554,DtrH,2459,30808,DtrH|1Kgs.8,True,1Kgs.8,1797
49555,DtrH,d,30809,DtrH|1Kgs.8,True,1Kgs.8,1797
49556,DtrH,8002,30809,DtrH|1Kgs.8,True,1Kgs.8,1797
49557,DtrH,6213,30810,DtrH|1Kgs.8,True,1Kgs.8,1797
49558,DtrH,c,30810,DtrH|1Kgs.8,True,1Kgs.8,1797
49559,DtrH,<Np>,30811,DtrH|1Kgs.8,True,1Kgs.8,1797
49560,DtrH,6256,30812,DtrH|1Kgs.8,True,1Kgs.8,1797
49561,DtrH,b,30812,DtrH|1Kgs.8,True,1Kgs.8,1797
49562,DtrH,d,30813,DtrH|1Kgs.8,True,1Kgs.8,1797
49563,DtrH,1931,30813,DtrH|1Kgs.8,True,1Kgs.8,1797
49564,DtrH,853,30814,DtrH|1Kgs.8,True,1Kgs.8,1797
49565,DtrH,d,30815,DtrH|1Kgs.8,True,1Kgs.8,1797
49566,DtrH,2282,30815,DtrH|1Kgs.8,True,1Kgs.8,1797
49567,DtrH,c,30816,DtrH|1Kgs.8,True,1Kgs.8,1797
49568,DtrH,3605,30816,DtrH|1Kgs.8,True,1Kgs.8,1797
49569,DtrH,<Np>,30817,DtrH|1Kgs.8,True,1Kgs.8,1797
49570,DtrH,[Sp3ms],30818,DtrH|1Kgs.8,True,1Kgs.8,1797
49571,DtrH,5973,30818,DtrH|1Kgs.8,True,1Kgs.8,1797
49572,DtrH,6951,30819,DtrH|1Kgs.8,True,1Kgs.8,1797
49573,DtrH,1419,30820,DtrH|1Kgs.8,True,1Kgs.8,1797
49574,DtrH,m,30821,DtrH|1Kgs.8,True,1Kgs.8,1797
49575,DtrH,<Np>,30821,DtrH|1Kgs.8,True,1Kgs.8,1797
49576,DtrH,<Np>,30822,DtrH|1Kgs.8,True,1Kgs.8,1797
49577,DtrH,5704,30823,DtrH|1Kgs.8,True,1Kgs.8,1797
49578,DtrH,5158,30824,DtrH|1Kgs.8,True,1Kgs.8,1797
49579,DtrH,<Np>,30825,DtrH|1Kgs.8,True,1Kgs.8,1797
49580,DtrH,6440,30826,DtrH|1Kgs.8,True,1Kgs.8,1797
49581,DtrH,l,30826,DtrH|1Kgs.8,True,1Kgs.8,1797
49582,DtrH,<Np>,30827,DtrH|1Kgs.8,True,1Kgs.8,1797
49583,DtrH,[Sp1cp],30828,DtrH|1Kgs.8,True,1Kgs.8,1797
49584,DtrH,430,30828,DtrH|1Kgs.8,True,1Kgs.8,1797
49585,DtrH,7651,30829,DtrH|1Kgs.8,True,1Kgs.8,1797
49586,DtrH,3117,30830,DtrH|1Kgs.8,True,1Kgs.8,1797
49587,DtrH,7651,30831,DtrH|1Kgs.8,True,1Kgs.8,1797
49588,DtrH,c,30831,DtrH|1Kgs.8,True,1Kgs.8,1797
49589,DtrH,3117,30832,DtrH|1Kgs.8,True,1Kgs.8,1797
49590,DtrH,702,30833,DtrH|1Kgs.8,True,1Kgs.8,1797
49591,DtrH,6240,30834,DtrH|1Kgs.8,True,1Kgs.8,1797
49592,DtrH,3117,30835,DtrH|1Kgs.8,True,1Kgs.8,1797
49593,DtrH,b,30836,DtrH|1Kgs.8,True,1Kgs.8,1797
49594,DtrH,3117,30836,DtrH|1Kgs.8,True,1Kgs.8,1797
49595,DtrH,d,30837,DtrH|1Kgs.8,True,1Kgs.8,1797
49596,DtrH,8066,30837,DtrH|1Kgs.8,True,1Kgs.8,1797
49597,DtrH,7971,30838,DtrH|1Kgs.8,True,1Kgs.8,1797
49598,DtrH,853,30839,DtrH|1Kgs.8,True,1Kgs.8,1797
49599,DtrH,d,30840,DtrH|1Kgs.8,True,1Kgs.8,1797
49600,DtrH,5971,30840,DtrH|1Kgs.8,True,1Kgs.8,1797
49601,DtrH,1288,30841,DtrH|1Kgs.8,True,1Kgs.8,1797
49602,DtrH,c,30841,DtrH|1Kgs.8,True,1Kgs.8,1797
49603,DtrH,853,30842,DtrH|1Kgs.8,True,1Kgs.8,1797
49604,DtrH,4428,30843,DtrH|1Kgs.8,True,1Kgs.8,1797
49605,DtrH,d,30843,DtrH|1Kgs.8,True,1Kgs.8,1797
49606,DtrH,3212,30844,DtrH|1Kgs.8,True,1Kgs.8,1797
49607,DtrH,c,30844,DtrH|1Kgs.8,True,1Kgs.8,1797
49608,DtrH,[Sp3mp],30845,DtrH|1Kgs.8,True,1Kgs.8,1797
49609,DtrH,168,30845,DtrH|1Kgs.8,True,1Kgs.8,1797
49610,DtrH,l,30845,DtrH|1Kgs.8,True,1Kgs.8,1797
49611,DtrH,8056,30846,DtrH|1Kgs.8,True,1Kgs.8,1797
49612,DtrH,c,30847,DtrH|1Kgs.8,True,1Kgs.8,1797
49613,DtrH,2896,30847,DtrH|1Kgs.8,True,1Kgs.8,1797
49614,DtrH,3820,30848,DtrH|1Kgs.8,True,1Kgs.8,1797
49615,DtrH,5921,30849,DtrH|1Kgs.8,True,1Kgs.8,1797
49616,DtrH,3605,30850,DtrH|1Kgs.8,True,1Kgs.8,1797
49617,DtrH,d,30851,DtrH|1Kgs.8,True,1Kgs.8,1797
49618,DtrH,2896,30851,DtrH|1Kgs.8,True,1Kgs.8,1797
49619,DtrH,834,30852,DtrH|1Kgs.8,True,1Kgs.8,1797
49620,DtrH,6213,30853,DtrH|1Kgs.8,True,1Kgs.8,1797
49621,DtrH,<Np>,30854,DtrH|1Kgs.8,True,1Kgs.8,1797
49622,DtrH,l,30855,DtrH|1Kgs.8,True,1Kgs.8,1797
49623,DtrH,<Np>,30855,DtrH|1Kgs.8,True,1Kgs.8,1797
49624,DtrH,[Sp3ms],30856,DtrH|1Kgs.8,True,1Kgs.8,1797
49625,DtrH,5650,30856,DtrH|1Kgs.8,True,1Kgs.8,1797
49626,DtrH,l,30857,DtrH|1Kgs.8,True,1Kgs.8,1797
49627,DtrH,c,30857,DtrH|1Kgs.8,True,1Kgs.8,1797
49628,DtrH,c,30857,DtrH|1Kgs.8,True,1Kgs.8,1797
49629,DtrH,5971,30858,DtrH|1Kgs.8,True,1Kgs.8,1797
49630,DtrH,[Sp3ms],30858,DtrH|1Kgs.8,True,1Kgs.8,1797
49631,DtrH,8141,30859,DtrH|2Kgs.17,True,2Kgs.17,530
49632,DtrH,b,30859,DtrH|2Kgs.17,True,2Kgs.17,530
49633,DtrH,8147,30860,DtrH|2Kgs.17,True,2Kgs.17,530
49634,DtrH,6240,30861,DtrH|2Kgs.17,True,2Kgs.17,530
49635,DtrH,l,30862,DtrH|2Kgs.17,True,2Kgs.17,530
49636,DtrH,<Np>,30862,DtrH|2Kgs.17,True,2Kgs.17,530
49637,DtrH,4428,30863,DtrH|2Kgs.17,True,2Kgs.17,530
49638,DtrH,<Np>,30864,DtrH|2Kgs.17,True,2Kgs.17,530
49639,DtrH,4427,30865,DtrH|2Kgs.17,True,2Kgs.17,530
49640,DtrH,<Np>,30866,DtrH|2Kgs.17,True,2Kgs.17,530
49641,DtrH,1121,30867,DtrH|2Kgs.17,True,2Kgs.17,530
49642,DtrH,<Np>,30868,DtrH|2Kgs.17,True,2Kgs.17,530
49643,DtrH,b,30869,DtrH|2Kgs.17,True,2Kgs.17,530
49644,DtrH,<Np>,30869,DtrH|2Kgs.17,True,2Kgs.17,530
49645,DtrH,5921,30870,DtrH|2Kgs.17,True,2Kgs.17,530
49646,DtrH,<Np>,30871,DtrH|2Kgs.17,True,2Kgs.17,530
49647,DtrH,8672,30872,DtrH|2Kgs.17,True,2Kgs.17,530
49648,DtrH,8141,30873,DtrH|2Kgs.17,True,2Kgs.17,530
49649,DtrH,6213,30874,DtrH|2Kgs.17,True,2Kgs.17,530
49650,DtrH,c,30874,DtrH|2Kgs.17,True,2Kgs.17,530
49651,DtrH,7451,30875,DtrH|2Kgs.17,True,2Kgs.17,530
49652,DtrH,d,30875,DtrH|2Kgs.17,True,2Kgs.17,530
49653,DtrH,b,30876,DtrH|2Kgs.17,True,2Kgs.17,530
49654,DtrH,5869,30876,DtrH|2Kgs.17,True,2Kgs.17,530
49655,DtrH,<Np>,30877,DtrH|2Kgs.17,True,2Kgs.17,530
49656,DtrH,7535,30878,DtrH|2Kgs.17,True,2Kgs.17,530
49657,DtrH,3808,30879,DtrH|2Kgs.17,True,2Kgs.17,530
49658,DtrH,k,30880,DtrH|2Kgs.17,True,2Kgs.17,530
49659,DtrH,4428,30880,DtrH|2Kgs.17,True,2Kgs.17,530
49660,DtrH,<Np>,30881,DtrH|2Kgs.17,True,2Kgs.17,530
49661,DtrH,834,30882,DtrH|2Kgs.17,True,2Kgs.17,530
49662,DtrH,1961,30883,DtrH|2Kgs.17,True,2Kgs.17,530
49663,DtrH,[Sp3ms],30884,DtrH|2Kgs.17,True,2Kgs.17,530
49664,DtrH,l,30884,DtrH|2Kgs.17,True,2Kgs.17,530
49665,DtrH,6440,30884,DtrH|2Kgs.17,True,2Kgs.17,530
49666,DtrH,[Sp3ms],30885,DtrH|2Kgs.17,True,2Kgs.17,530
49667,DtrH,5921,30885,DtrH|2Kgs.17,True,2Kgs.17,530
49668,DtrH,5927,30886,DtrH|2Kgs.17,True,2Kgs.17,530
49669,DtrH,<Np>,30887,DtrH|2Kgs.17,True,2Kgs.17,530
49670,DtrH,4428,30888,DtrH|2Kgs.17,True,2Kgs.17,530
49671,DtrH,<Np>,30889,DtrH|2Kgs.17,True,2Kgs.17,530
49672,DtrH,1961,30890,DtrH|2Kgs.17,True,2Kgs.17,530
49673,DtrH,c,30890,DtrH|2Kgs.17,True,2Kgs.17,530
49674,DtrH,l,30891,DtrH|2Kgs.17,True,2Kgs.17,530
49675,DtrH,l,30891,DtrH|2Kgs.17,True,2Kgs.17,530
49676,DtrH,[Sp3ms],30891,DtrH|2Kgs.17,True,2Kgs.17,530
49677,DtrH,<Np>,30892,DtrH|2Kgs.17,True,2Kgs.17,530
49678,DtrH,5650,30893,DtrH|2Kgs.17,True,2Kgs.17,530
49679,DtrH,c,30894,DtrH|2Kgs.17,True,2Kgs.17,530
49680,DtrH,7725,30894,DtrH|2Kgs.17,True,2Kgs.17,530
49681,DtrH,l,30895,DtrH|2Kgs.17,True,2Kgs.17,530
49682,DtrH,[Sp3ms],30895,DtrH|2Kgs.17,True,2Kgs.17,530
49683,DtrH,l,30895,DtrH|2Kgs.17,True,2Kgs.17,530
49684,DtrH,4503,30896,DtrH|2Kgs.17,True,2Kgs.17,530
49685,DtrH,4672,30897,DtrH|2Kgs.17,True,2Kgs.17,530
49686,DtrH,c,30897,DtrH|2Kgs.17,True,2Kgs.17,530
49687,DtrH,4428,30898,DtrH|2Kgs.17,True,2Kgs.17,530
49688,DtrH,<Np>,30899,DtrH|2Kgs.17,True,2Kgs.17,530
49689,DtrH,<Np>,30900,DtrH|2Kgs.17,True,2Kgs.17,530
49690,DtrH,b,30900,DtrH|2Kgs.17,True,2Kgs.17,530
49691,DtrH,7195,30901,DtrH|2Kgs.17,True,2Kgs.17,530
49692,DtrH,834,30902,DtrH|2Kgs.17,True,2Kgs.17,530
49693,DtrH,7971,30903,DtrH|2Kgs.17,True,2Kgs.17,530
49694,DtrH,4397,30904,DtrH|2Kgs.17,True,2Kgs.17,530
49695,DtrH,413,30905,DtrH|2Kgs.17,True,2Kgs.17,530
49696,DtrH,<Np>,30906,DtrH|2Kgs.17,True,2Kgs.17,530
49697,DtrH,4428,30907,DtrH|2Kgs.17,True,2Kgs.17,530
49698,DtrH,<Np>,30908,DtrH|2Kgs.17,True,2Kgs.17,530
49699,DtrH,3808,30909,DtrH|2Kgs.17,True,2Kgs.17,530
49700,DtrH,c,30909,DtrH|2Kgs.17,True,2Kgs.17,530
49701,DtrH,5927,30910,DtrH|2Kgs.17,True,2Kgs.17,530
49702,DtrH,4503,30911,DtrH|2Kgs.17,True,2Kgs.17,530
49703,DtrH,l,30912,DtrH|2Kgs.17,True,2Kgs.17,530
49704,DtrH,4428,30912,DtrH|2Kgs.17,True,2Kgs.17,530
49705,DtrH,<Np>,30913,DtrH|2Kgs.17,True,2Kgs.17,530
49706,DtrH,k,30914,DtrH|2Kgs.17,True,2Kgs.17,530
49707,DtrH,8141,30914,DtrH|2Kgs.17,True,2Kgs.17,530
49708,DtrH,b,30915,DtrH|2Kgs.17,True,2Kgs.17,530
49709,DtrH,8141,30915,DtrH|2Kgs.17,True,2Kgs.17,530
49710,DtrH,c,30916,DtrH|2Kgs.17,True,2Kgs.17,530
49711,DtrH,[Sp3ms],30916,DtrH|2Kgs.17,True,2Kgs.17,530
49712,DtrH,6113,30916,DtrH|2Kgs.17,True,2Kgs.17,530
49713,DtrH,4428,30917,DtrH|2Kgs.17,True,2Kgs.17,530
49714,DtrH,<Np>,30918,DtrH|2Kgs.17,True,2Kgs.17,530
49715,DtrH,[Sp3ms],30919,DtrH|2Kgs.17,True,2Kgs.17,530
49716,DtrH,631,30919,DtrH|2Kgs.17,True,2Kgs.17,530
49717,DtrH,c,30919,DtrH|2Kgs.17,True,2Kgs.17,530
49718,DtrH,1004,30920,DtrH|2Kgs.17,True,2Kgs.17,530
49719,DtrH,3608,30921,DtrH|2Kgs.17,True,2Kgs.17,530
49720,DtrH,5927,30922,DtrH|2Kgs.17,True,2Kgs.17,530
49721,DtrH,c,30922,DtrH|2Kgs.17,True,2Kgs.17,530
49722,DtrH,4428,30923,DtrH|2Kgs.17,True,2Kgs.17,530
49723,DtrH,<Np>,30924,DtrH|2Kgs.17,True,2Kgs.17,530
49724,DtrH,b,30925,DtrH|2Kgs.17,True,2Kgs.17,530
49725,DtrH,3605,30925,DtrH|2Kgs.17,True,2Kgs.17,530
49726,DtrH,d,30926,DtrH|2Kgs.17,True,2Kgs.17,530
49727,DtrH,776,30926,DtrH|2Kgs.17,True,2Kgs.17,530
49728,DtrH,5927,30927,DtrH|2Kgs.17,True,2Kgs.17,530
49729,DtrH,c,30927,DtrH|2Kgs.17,True,2Kgs.17,530
49730,DtrH,<Np>,30928,DtrH|2Kgs.17,True,2Kgs.17,530
49731,DtrH,c,30929,DtrH|2Kgs.17,True,2Kgs.17,530
49732,DtrH,6696,30929,DtrH|2Kgs.17,True,2Kgs.17,530
49733,DtrH,[Sp3fs],30930,DtrH|2Kgs.17,True,2Kgs.17,530
49734,DtrH,5921,30930,DtrH|2Kgs.17,True,2Kgs.17,530
49735,DtrH,7969,30931,DtrH|2Kgs.17,True,2Kgs.17,530
49736,DtrH,8141,30932,DtrH|2Kgs.17,True,2Kgs.17,530
49737,DtrH,8141,30933,DtrH|2Kgs.17,True,2Kgs.17,530
49738,DtrH,b,30933,DtrH|2Kgs.17,True,2Kgs.17,530
49739,DtrH,8671,30934,DtrH|2Kgs.17,True,2Kgs.17,530
49740,DtrH,d,30934,DtrH|2Kgs.17,True,2Kgs.17,530
49741,DtrH,l,30935,DtrH|2Kgs.17,True,2Kgs.17,530
49742,DtrH,<Np>,30935,DtrH|2Kgs.17,True,2Kgs.17,530
49743,DtrH,3920,30936,DtrH|2Kgs.17,True,2Kgs.17,530
49744,DtrH,4428,30937,DtrH|2Kgs.17,True,2Kgs.17,530
49745,DtrH,<Np>,30938,DtrH|2Kgs.17,True,2Kgs.17,530
49746,DtrH,853,30939,DtrH|2Kgs.17,True,2Kgs.17,530
49747,DtrH,<Np>,30940,DtrH|2Kgs.17,True,2Kgs.17,530
49748,DtrH,c,30941,DtrH|2Kgs.17,True,2Kgs.17,530
49749,DtrH,1540,30941,DtrH|2Kgs.17,True,2Kgs.17,530
49750,DtrH,853,30942,DtrH|2Kgs.17,True,2Kgs.17,530
49751,DtrH,<Np>,30943,DtrH|2Kgs.17,True,2Kgs.17,530
49752,DtrH,804,30944,DtrH|2Kgs.17,True,2Kgs.17,530
49753,DtrH,c,30945,DtrH|2Kgs.17,True,2Kgs.17,530
49754,DtrH,3427,30945,DtrH|2Kgs.17,True,2Kgs.17,530
49755,DtrH,853,30946,DtrH|2Kgs.17,True,2Kgs.17,530
49756,DtrH,[Sp3mp],30946,DtrH|2Kgs.17,True,2Kgs.17,530
49757,DtrH,<Np>,30947,DtrH|2Kgs.17,True,2Kgs.17,530
49758,DtrH,b,30947,DtrH|2Kgs.17,True,2Kgs.17,530
49759,DtrH,c,30948,DtrH|2Kgs.17,True,2Kgs.17,530
49760,DtrH,c,30948,DtrH|2Kgs.17,True,2Kgs.17,530
49761,DtrH,b,30948,DtrH|2Kgs.17,True,2Kgs.17,530
49762,DtrH,5104,30949,DtrH|2Kgs.17,True,2Kgs.17,530
49763,DtrH,<Np>,30950,DtrH|2Kgs.17,True,2Kgs.17,530
49764,DtrH,5892,30951,DtrH|2Kgs.17,True,2Kgs.17,530
49765,DtrH,c,30951,DtrH|2Kgs.17,True,2Kgs.17,530
49766,DtrH,<Np>,30952,DtrH|2Kgs.17,True,2Kgs.17,530
49767,DtrH,1961,30953,DtrH|2Kgs.17,True,2Kgs.17,530
49768,DtrH,c,30953,DtrH|2Kgs.17,True,2Kgs.17,530
49769,DtrH,3588,30954,DtrH|2Kgs.17,True,2Kgs.17,530
49770,DtrH,2398,30955,DtrH|2Kgs.17,True,2Kgs.17,530
49771,DtrH,1121,30956,DtrH|2Kgs.17,True,2Kgs.17,530
49772,DtrH,<Np>,30957,DtrH|2Kgs.17,True,2Kgs.17,530
49773,DtrH,l,30958,DtrH|2Kgs.17,True,2Kgs.17,530
49774,DtrH,<Np>,30958,DtrH|2Kgs.17,True,2Kgs.17,530
49775,DtrH,430,30959,DtrH|2Kgs.17,True,2Kgs.17,530
49776,DtrH,[Sp3mp],30959,DtrH|2Kgs.17,True,2Kgs.17,530
49777,DtrH,5927,30960,DtrH|2Kgs.17,True,2Kgs.17,530
49778,DtrH,d,30960,DtrH|2Kgs.17,True,2Kgs.17,530
49779,DtrH,853,30961,DtrH|2Kgs.17,True,2Kgs.17,530
49780,DtrH,[Sp3mp],30961,DtrH|2Kgs.17,True,2Kgs.17,530
49781,DtrH,776,30962,DtrH|2Kgs.17,True,2Kgs.17,530
49782,DtrH,m,30962,DtrH|2Kgs.17,True,2Kgs.17,530
49783,DtrH,<Np>,30963,DtrH|2Kgs.17,True,2Kgs.17,530
49784,DtrH,m,30964,DtrH|2Kgs.17,True,2Kgs.17,530
49785,DtrH,8478,30964,DtrH|2Kgs.17,True,2Kgs.17,530
49786,DtrH,3027,30965,DtrH|2Kgs.17,True,2Kgs.17,530
49787,DtrH,<Np>,30966,DtrH|2Kgs.17,True,2Kgs.17,530
49788,DtrH,4428,30967,DtrH|2Kgs.17,True,2Kgs.17,530
49789,DtrH,<Np>,30968,DtrH|2Kgs.17,True,2Kgs.17,530
